
           Total tracked memory (including duplicates, so too high) = 130769712
Unity  components of total size: 86970323
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x00161] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:326 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (UnityEngine.Object uObject) [0x00064] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:264 
  at UnityHeapDump.Create () [0x00252] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:102 ]
[UnityEditor.InspectorWindow, System.InvalidCastException: Cannot cast from source type to destination type.
  at UnityEditor.CurveSelection.Equals (System.Object _other) [0x00000] in C:\buildslave\unity\build\Editor\Mono\Animation\AnimationWindow\CurveEditor.cs:136 
  at System.Collections.Generic.EqualityComparer`1+DefaultComparer[System.Object].Equals (System.Object x, System.Object y) [0x00015] in /Users/builduser/buildslave/mono/build/mcs/class/corlib/System.Collections.Generic/EqualityComparer.cs:84 
  at System.Collections.Generic.HashSet`1[System.Object].SlotsContainsAt (Int32 index, Int32 hash, System.Object item) [0x00000] in <filename unknown>:0 
  at System.Collections.Generic.HashSet`1[System.Object].Add (System.Object item) [0x00000] in <filename unknown>:0 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000b4] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:383 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x00161] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:326 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x00161] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:326 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x00161] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:326 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (UnityEngine.Object uObject) [0x00064] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:264 
  at UnityHeapDump.Create () [0x00252] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:102 ]
[UnityEditor.SavedSearchFilters, System.InvalidCastException: Cannot cast from source type to destination type.
  at UnityEditor.CurveSelection.Equals (System.Object _other) [0x00000] in C:\buildslave\unity\build\Editor\Mono\Animation\AnimationWindow\CurveEditor.cs:136 
  at System.Collections.Generic.EqualityComparer`1+DefaultComparer[System.Object].Equals (System.Object x, System.Object y) [0x00015] in /Users/builduser/buildslave/mono/build/mcs/class/corlib/System.Collections.Generic/EqualityComparer.cs:84 
  at System.Collections.Generic.HashSet`1[System.Object].SlotsContainsAt (Int32 index, Int32 hash, System.Object item) [0x00000] in <filename unknown>:0 
  at System.Collections.Generic.HashSet`1[System.Object].Add (System.Object item) [0x00000] in <filename unknown>:0 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000b4] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:383 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
  at UnityHeapDump+StructOrClass..ctor (System.String name, System.Object root, .TypeData rootTypeData, System.Collections.Generic.HashSet`1 seenObjects) [0x001cb] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:335 
  at UnityHeapDump+StructOrClass.ParseItem (System.Object obj, System.String objName, System.Collections.Generic.HashSet`1 seenObjects) [0x000c1] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:389 
  at UnityHeapDump+StructOrClass.ParseField (System.Reflection.FieldInfo fieldInfo, System.Object root, System.Collections.Generic.HashSet`1 seenObjects) [0x00010] in E:\SVN\DNF_Project_Client_11_Alt\Program\Client\Assets\Tools\UnityHeapDump\UnityHeapDump.cs:348 
